name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Hotel Sinchara,No,No,,0,Electronic City,Casual Dining,"South Indian, North Indian, Chinese",500,Delivery,Electronic City
ABCD - Anybody Can Dine,No,No,,0,Electronic City,Quick Bites,"Chinese, Fast Food",500,Delivery,Electronic City
Oven Fresh,No,No,,0,Electronic City,Quick Bites,"Bakery, Fast Food",550,Delivery,Electronic City
Cake Dilim,No,No,3.2/5,6,Electronic City,Bakery,"Bakery, Desserts",400,Delivery,Electronic City
The Veggies,No,No,,0,Electronic City,Quick Bites,"Chinese, North Indian",200,Delivery,Electronic City
Cafe Light House,No,No,,0,Electronic City,Quick Bites,"Kerala, Seafood",500,Delivery,Electronic City
RICE BAR,No,No,,0,Electronic City,Delivery,"North Indian, Biryani",500,Delivery,Electronic City
Chillout,No,No,,0,Electronic City,Quick Bites,Chinese,300,Delivery,Electronic City
The French Loaf,No,No,,0,Electronic City,Bakery,"Bakery, Desserts, Sandwich",400,Delivery,Electronic City
Goodness! Beverages,No,No,,0,Electronic City,Delivery,Beverages,250,Delivery,Electronic City
Pandit Ji Sweets & Namkeen,No,No,,0,Electronic City,Quick Bites,"North Indian, Fast Food",300,Delivery,Electronic City
Gugu Fast Foods & Snacks,No,No,,0,Electronic City,Quick Bites,"Chinese, North Indian, Fast Food",350,Delivery,Electronic City
The Tasty Food,No,No,,0,Electronic City,Delivery,North Indian,200,Delivery,Electronic City
MGR Foods,No,No,,0,Electronic City,Quick Bites,South Indian,300,Delivery,Electronic City
AJ Ambur Star Biriyani,No,No,,0,Electronic City,Quick Bites,"South Indian, Biryani",300,Delivery,Electronic City
BJM Restaurant & Cafe,No,No,,0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food",350,Delivery,Electronic City
Zinger Cafe,No,No,,0,Electronic City,"Quick Bites, Beverage Shop","Fast Food, Burger, Beverages, Ice Cream",300,Delivery,Electronic City
Venkataramana Nellore Mess,No,No,,0,Electronic City,Quick Bites,South Indian,200,Delivery,Electronic City
The Cakesplorer,No,No,,0,Electronic City,Delivery,Bakery,400,Delivery,Electronic City
Sruthi Mess,No,No,,0,Electronic City,Mess,"South Indian, North Indian, Chinese",300,Delivery,Electronic City
Dilli Tadka,No,No,,0,Electronic City,"Takeaway, Delivery",North Indian,300,Delivery,Electronic City
B Penguin Restaurant & Cafe,No,No,,0,Electronic City,Quick Bites,Cafe,300,Delivery,Electronic City
Vigneshwara Mess,No,No,,0,Electronic City,Mess,"South Indian, Biryani",200,Delivery,Electronic City
Ambur Chicken Biryani,No,No,,0,Electronic City,Quick Bites,Biryani,150,Delivery,Electronic City
Star Cafe Hotel,No,No,,0,Electronic City,Quick Bites,"North Indian, Chinese",350,Delivery,Electronic City
Samruddhi Restaurant,No,No,,0,Electronic City,Casual Dining,"Andhra, North Indian, Chinese",500,Delivery,Electronic City
Hotel Malabar,No,No,,0,Electronic City,Casual Dining,"Chinese, Mughlai, Hyderabadi, North Indian",400,Delivery,Electronic City
Anil Andhra Curry Point,No,No,,0,Electronic City,Quick Bites,"Andhra, Biryani",400,Delivery,Electronic City
Eatery,No,No,,0,Electronic City,Quick Bites,Fast Food,100,Delivery,Electronic City
DIET Cravers,No,No,,0,Electronic City,"Takeaway, Delivery","Salad, Healthy Food",300,Delivery,Electronic City
Shivshankar Hotel,No,No,,0,Electronic City,Quick Bites,"North Indian, Chinese",350,Delivery,Electronic City
New Kshatriya Dum Biryani,No,No,,0,Electronic City,Quick Bites,"Biryani, South Indian",350,Delivery,Electronic City
The Juice Shop,No,No,NEW,0,Electronic City,Quick Bites,"Juices, North Indian",200,Delivery,Electronic City
Reyniks Flavours,No,No,NEW,0,Electronic City,Quick Bites,North Indian,150,Delivery,Electronic City
Sweet Revenge Bake N Cafe,No,No,NEW,0,Electronic City,Quick Bites,"Bakery, Fast Food, Cafe",200,Delivery,Electronic City
Cakea,No,No,NEW,0,Electronic City,Delivery,Bakery,300,Delivery,Electronic City
VMS Star Biriyani,No,No,3.1/5,5,Electronic City,Quick Bites,"Biryani, South Indian",350,Delivery,Electronic City
MBR Dum Biryani County,No,No,3.5/5,24,Electronic City,Quick Bites,"Biryani, North Indian",150,Delivery,Electronic City
Desi Breakk,No,No,3.6/5,29,Electronic City,Quick Bites,North Indian,150,Delivery,Electronic City
Bengaluru Restaurant,No,No,3.1/5,22,Electronic City,Casual Dining,"North Indian, South Indian","1,500",Delivery,Electronic City
S R Andhra Mess,No,No,3.3/5,16,Electronic City,Mess,Andhra,200,Delivery,Electronic City
Akshay Biryani Paradise,No,No,,0,Electronic City,Quick Bites,"South Indian, North Indian",350,Delivery,Electronic City
Shiv Shankar Hotel,No,No,3.5/5,10,Electronic City,Quick Bites,"North Indian, Chinese",350,Delivery,Electronic City
Gourmet,No,No,3.5/5,12,Electronic City,Casual Dining,"North Indian, Chinese, Continental, South Indian",800,Delivery,Electronic City
New Hyderabadi Biryani House,No,No,,0,Electronic City,Casual Dining,"Biryani, Hyderabadi",600,Delivery,Electronic City
Vibgyor Kitchen,No,No,,0,Electronic City,Quick Bites,North Indian,350,Delivery,Electronic City
NightOwl,No,No,2.7/5,31,Electronic City,"Takeaway, Delivery",North Indian,400,Delivery,Electronic City
Big Apple Restaurant,No,No,3.2/5,4,Electronic City,Quick Bites,"North Indian, Chinese, Pizza, Burger",300,Delivery,Electronic City
Hotel The Nalanda,No,No,3.2/5,4,Electronic City,Casual Dining,"North Indian, South Indian",700,Delivery,Electronic City
The Right Moo Organic Icecreams,No,No,,0,Electronic City,Dessert Parlor,Desserts,300,Delivery,Electronic City
Pepper Pillar,No,No,3.4/5,11,Electronic City,Casual Dining,South Indian,700,Delivery,Electronic City
Cool Treat Cafe & Cakes,No,No,,0,Electronic City,Bakery,"Bakery, Fast Food",300,Delivery,Electronic City
Hotel A-1,No,No,3.3/5,5,Electronic City,Quick Bites,"North Indian, Chinese",300,Delivery,Electronic City
Naidu Hotel,No,No,,0,Electronic City,Quick Bites,South Indian,200,Delivery,Electronic City
Andhra Mess,No,No,3.4/5,8,Electronic City,Mess,South Indian,200,Delivery,Electronic City
Vasu Biriyani Paradise,No,No,3.1/5,6,Electronic City,Quick Bites,"North Indian, Biryani, Chinese",350,Delivery,Electronic City
Dilli 6,No,No,3.2/5,26,Electronic City,Casual Dining,"North Indian, Chinese",450,Delivery,Electronic City
Yum Kitchen,No,No,2.8/5,29,Electronic City,"Takeaway, Delivery","North Indian, Chinese",600,Delivery,Electronic City
MK Dabbawala,No,No,3.2/5,17,Electronic City,Delivery,North Indian,400,Delivery,Electronic City
The Magic Chef,No,No,3.7/5,28,Electronic City,Quick Bites,"North Indian, Chinese",300,Delivery,Electronic City
Satkar,No,No,3.6/5,22,Electronic City,Quick Bites,"Chinese, North Indian",350,Delivery,Electronic City
Sandesh Sweets & Chats,No,No,2.9/5,126,Electronic City,Quick Bites,"South Indian, Street Food, Beverages",350,Delivery,Electronic City
NH7 Resto Pub,No,No,3.3/5,6,Electronic City,"Casual Dining, Pub","Andhra, Chinese, Continental","1,400",Delivery,Electronic City
EatPrayLove,No,No,,0,South Bangalore,Food Truck,South Indian,180,Delivery,Electronic City
Hamara Kozhikode,No,No,3.3/5,5,Electronic City,Quick Bites,"Kerala, Juices",300,Delivery,Electronic City
Food Point,No,No,,0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",300,Delivery,Electronic City
New Andhra Spice,No,No,3.3/5,4,Electronic City,"Takeaway, Delivery",Andhra,400,Delivery,Electronic City
New Green Leaf Restaurant,No,No,3.6/5,42,Electronic City,Casual Dining,"Kerala, North Indian, Chinese, South Indian",600,Delivery,Electronic City
Bhukkad,No,No,3.3/5,7,Electronic City,Quick Bites,"Healthy Food, Fast Food",250,Delivery,Electronic City
Eatsy,No,No,3.5/5,12,Electronic City,"Takeaway, Delivery","North Indian, South Indian",300,Delivery,Electronic City
Xpress Kitchen,No,No,3.3/5,8,Electronic City,"Takeaway, Delivery","North Indian, Chinese",500,Delivery,Electronic City
Chikeys,No,No,3.0/5,19,Electronic City,Quick Bites,"Burger, Fast Food",400,Delivery,Electronic City
Bhavya's Kitchen,No,No,,0,Electronic City,Delivery,"Andhra, North Indian, South Indian, Chinese",350,Delivery,Electronic City
Momm's The Kitchen,No,No,3.4/5,7,Electronic City,Casual Dining,"Andhra, South Indian, North Indian, Chinese",500,Delivery,Electronic City
The Three Dragons,No,No,3.3/5,5,Electronic City,Delivery,Chinese,400,Delivery,Electronic City
Zaffron Express,No,No,3.5/5,8,Electronic City,Casual Dining,"North Indian, Chinese, Biryani",550,Delivery,Electronic City
Hungry Kya?,No,No,3.3/5,8,Electronic City,Quick Bites,"North Indian, Chinese",400,Delivery,Electronic City
Hunter's Lounge,No,No,3.1/5,9,Electronic City,Casual Dining,"South Indian, North Indian, Chinese",500,Delivery,Electronic City
Polo Scoops,No,No,3.2/5,4,Electronic City,Dessert Parlor,Desserts,200,Delivery,Electronic City
Green Tree Garden Restaurant,No,No,3.4/5,6,Electronic City,Casual Dining,"Chinese, Hyderabadi, Mughlai, South Indian",500,Delivery,Electronic City
Till The Last Bite,No,No,3.4/5,7,Electronic City,Quick Bites,"North Indian, Chinese",300,Delivery,Electronic City
Sattvic,No,No,3.5/5,11,Electronic City,Casual Dining,"South Indian, North Indian",450,Delivery,Electronic City
Old Stories,No,No,3.7/5,29,Electronic City,Delivery,"Bengali, North Indian, Oriya",600,Delivery,Electronic City
Ham Khim Chinese Fast Food,No,No,3.1/5,7,Electronic City,Quick Bites,Chinese,300,Delivery,Electronic City
Mast Kalandar,No,No,2.4/5,142,Electronic City,Casual Dining,North Indian,450,Delivery,Electronic City
The Breakfast Club,No,No,3.9/5,90,Electronic City,Delivery,"Continental, South Indian, North Indian",400,Delivery,Electronic City
HOT BOX,No,No,3.6/5,28,Electronic City,Quick Bites,"North Indian, Chinese",200,Delivery,Electronic City
4Foodiez - The Restaurant,No,No,3.0/5,23,Electronic City,Quick Bites,"Street Food, Chinese, North Indian, South Indian",400,Delivery,Electronic City
Sapfresh,No,No,,0,Electronic City,Delivery,Beverages,150,Delivery,Electronic City
Biriyani Paradise,No,No,3.5/5,18,Electronic City,Casual Dining,"North Indian, Kerala, Biryani, South Indian",550,Delivery,Electronic City
Marwa Family Restaurant,No,No,3.0/5,8,Electronic City,Quick Bites,"North Indian, Chinese",500,Delivery,Electronic City
Hotel Sri Chiraag Sagar,No,No,,0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",400,Delivery,Electronic City
Tasty Funda,No,No,3.3/5,4,Electronic City,Quick Bites,"North Indian, Chinese",200,Delivery,Electronic City
Pugals Biriyani,No,No,3.6/5,25,Electronic City,Quick Bites,"Kerala, Biryani, Chinese, North Indian",400,Delivery,Electronic City
Enroute,No,No,3.6/5,31,Electronic City,"Takeaway, Delivery","Continental, Fast Food",300,Delivery,Electronic City
Shree Sai Foods,No,No,,0,Electronic City,Delivery,South Indian,300,Delivery,Electronic City
ANR Dum Biryani Centre,No,No,,0,Electronic City,Quick Bites,"South Indian, Biryani",350,Delivery,Electronic City
Nitara Muticuisine Kitchen,No,No,,0,Electronic City,Quick Bites,"North Indian, South Indian",300,Delivery,Electronic City
Edigo,No,No,,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250,Delivery,Electronic City
Sai Upahar,No,No,,0,Electronic City,Quick Bites,"South Indian, Street Food",200,Delivery,Electronic City
Lancy Sweets,No,No,3.7/5,16,Electronic City,Dessert Parlor,Mithai,200,Delivery,Electronic City
SV Crispy Chicken,No,No,3.5/5,12,Electronic City,Quick Bites,Fast Food,200,Delivery,Electronic City
Grand Taj,No,No,,0,Electronic City,Quick Bites,"Biryani, North Indian, Chinese",200,Delivery,Electronic City
Choconut Cafe,No,No,3.4/5,6,Electronic City,Quick Bites,"Fast Food, Beverages",250,Delivery,Electronic City
Payal Fast Food & Tiffen Centre,No,No,,0,Electronic City,Quick Bites,Fast Food,100,Delivery,Electronic City
Fine Dine Restaurant,No,No,,0,Electronic City,Quick Bites,"Biryani, Fast Food, South Indian",200,Delivery,Electronic City
Public Cafe,No,No,,0,Electronic City,Delivery,Continental,700,Delivery,Electronic City
Nivaan's Kitchen,No,No,,0,Electronic City,"Takeaway, Delivery","Biryani, North Indian",600,Delivery,Electronic City
Lekha's Delicacies,No,No,,0,Electronic City,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,Electronic City
Rara Avis,No,No,NEW,0,Electronic City,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400,Delivery,Electronic City
Clean Eats,No,No,NEW,0,Electronic City,"Takeaway, Delivery",Healthy Food,300,Delivery,Electronic City
Shaadi Ki Biryani,No,No,NEW,0,Electronic City,"Takeaway, Delivery","Biryani, Charcoal Chicken",600,Delivery,Electronic City
Arzak,No,No,NEW,0,Electronic City,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300,Delivery,Electronic City
Desi Tadka,No,No,3.0/5,16,Electronic City,Quick Bites,"North Indian, Chinese",300,Delivery,Electronic City
Hotel Amrit,No,No,,0,Electronic City,Quick Bites,"North Indian, Chinese, Juices",250,Delivery,Electronic City
FAB Cafe,No,No,3.1/5,7,Electronic City,Quick Bites,"Fast Food, Beverages",250,Delivery,Electronic City
Spicy Tadka,No,No,3.5/5,47,Electronic City,Delivery,"North Indian, Chinese, Bengali",400,Delivery,Electronic City
Hot & Cool,No,No,,0,Electronic City,Quick Bites,Fast Food,150,Delivery,Electronic City
Foodiction,No,No,,0,Electronic City,Delivery,"North Indian, Fast Food, Chinese, Burger",500,Delivery,Electronic City
Affa Cafeteria,No,No,,0,Electronic City,Quick Bites,Fast Food,200,Delivery,Electronic City
Adya Hotel,No,No,3.3/5,4,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Electronic City
The US Burger,No,No,3.0/5,13,Electronic City,Quick Bites,Fast Food,150,Delivery,Electronic City
Pehla Niwala,No,No,2.8/5,41,Electronic City,Quick Bites,"North Indian, Momos",400,Delivery,Electronic City
The Lemon Grass Kitchen,No,No,3.3/5,5,Electronic City,Quick Bites,"Chinese, Thai",300,Delivery,Electronic City
Ayesha Hotel,No,No,,0,Electronic City,Delivery,"Fast Food, Hyderabadi",500,Delivery,Electronic City
Bite Sip Repeat,No,No,3.4/5,6,Electronic City,Quick Bites,"Fast Food, South Indian, North Indian",150,Delivery,Electronic City
White Chillies,No,No,,0,Electronic City,Quick Bites,Biryani,300,Delivery,Electronic City
Mazali,No,No,,0,Electronic City,Quick Bites,"Kerala, North Indian",350,Delivery,Electronic City
Andhra Ruchulu,No,No,3.3/5,5,Electronic City,Quick Bites,South Indian,250,Delivery,Electronic City
Taste Of Rajasthan,No,No,,0,Electronic City,Quick Bites,"North Indian, Rajasthani, Street Food",200,Delivery,Electronic City
Chef Delicacies,No,No,NEW,0,Electronic City,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400,Delivery,Electronic City
Kulhad Junction,No,No,NEW,0,Electronic City,Cafe,Cafe,100,Delivery,Electronic City
Flavors Restaurant,No,No,NEW,0,Electronic City,"Takeaway, Delivery",North Indian,150,Delivery,Electronic City
Star Briyani,No,No,NEW,0,Electronic City,Quick Bites,"Biryani, North Indian",200,Delivery,Electronic City
Nawabi Kitchen,No,No,NEW,0,Electronic City,Casual Dining,"North Indian, Chinese",600,Delivery,Electronic City
Namma Atithi,No,No,NEW,0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese, Biryani",200,Delivery,Electronic City
nu.tree,No,No,,0,Electronic City,Casual Dining,"North Indian, Healthy Food, Beverages",400,Delivery,Electronic City
Sandwich Jn,No,No,NEW,0,Electronic City,Quick Bites,"Fast Food, Beverages",150,Delivery,Electronic City
Flavour A Azam,No,No,3.5/5,42,Electronic City,Quick Bites,North Indian,400,Delivery,Electronic City
Bawarchi Restaurant,No,No,3.1/5,4,Electronic City,Casual Dining,"North Indian, Biryani",700,Delivery,Electronic City
Bhokali Paratha,No,No,,0,Electronic City,Delivery,North Indian,400,Delivery,Electronic City
Curries And Pickles,No,No,3.6/5,17,Electronic City,Quick Bites,"Andhra, North Indian, Biryani",400,Delivery,Electronic City
Bhaiya Ji Food Court,No,No,3.5/5,8,Electronic City,Quick Bites,"North Indian, Chinese",300,Delivery,Electronic City
Chung Wah,No,No,2.9/5,95,Electronic City,Casual Dining,Chinese,500,Delivery,Electronic City
Madiha Biryani House,No,No,3.4/5,13,Electronic City,,"Biryani, North Indian, Beverages",450,Delivery,Electronic City
JFD Cafe,No,No,,0,Electronic City,Cafe,"Cafe, Fast Food",400,Delivery,Electronic City
Xpress Chai,No,No,NEW,0,Electronic City,"Beverage Shop, Quick Bites",Tea,150,Delivery,Electronic City
Eat Repeat Express,No,No,3.1/5,4,Electronic City,Delivery,"North Indian, Chinese, Continental",600,Delivery,Electronic City
Mustard Food Court,No,No,3.8/5,57,Electronic City,Quick Bites,"North Indian, Chinese",500,Delivery,Electronic City
Cafe Black Pepper,No,No,NEW,0,Electronic City,Quick Bites,Fast Food,200,Delivery,Electronic City
Chokha Zaika,No,No,NEW,0,Electronic City,Quick Bites,North Indian,300,Delivery,Electronic City
Vijayawadavari Sandya Andhra Mess,Yes,No,3.6/5,18,Electronic City,Mess,Andhra,200,Delivery,Electronic City
E - City Combos,Yes,No,3.5/5,6,Electronic City,"Takeaway, Delivery","South Indian, North Indian, Chinese, Biryani",350,Delivery,Electronic City
Nesara Upahar,Yes,No,,0,Electronic City,Quick Bites,"South Indian, Chinese, North Indian",250,Delivery,Electronic City
Hide Out - The Golden Tulip,Yes,No,3.2/5,9,Electronic City,Bar,Finger Food,"1,800",Delivery,Electronic City
Funky Food,No,No,,0,Electronic City,Delivery,"Fast Food, Desserts, Beverages",60,Delivery,Electronic City
Vyanjan,Yes,No,3.3/5,12,Electronic City,Quick Bites,"North Indian, Chinese",400,Delivery,Electronic City
Vandana Restaurant,No,No,,0,Electronic City,Quick Bites,"Arabian, North Indian, Chinese, Biryani",400,Delivery,Electronic City
Mr. Paratha & Ms. Curry,No,No,,0,Electronic City,Quick Bites,Biryani,300,Delivery,Electronic City
Tempting Aroma,No,No,,0,Electronic City,Delivery,"North Indian, Chinese, BBQ",300,Delivery,Electronic City
TeamDelish,No,No,3.4/5,9,Electronic City,Delivery,Healthy Food,300,Delivery,Electronic City
Mitran Da Adda,No,No,,0,Electronic City,Quick Bites,"North Indian, Fast Food",350,Delivery,Electronic City
Amba Food,No,No,,0,Electronic City,Delivery,North Indian,180,Delivery,Electronic City
Krish Kitchen,No,No,,0,Electronic City,Delivery,"North Indian, Bengali",300,Delivery,Electronic City
Oriental Fusion,No,No,,0,Electronic City,Casual Dining,"American, Continental",700,Delivery,Electronic City
Rags on Fire,Yes,No,3.1/5,64,Electronic City,Cafe,Cafe,600,Delivery,Electronic City
Patravali Biriyani,Yes,No,,0,Electronic City,"Takeaway, Delivery","Biryani, Fast Food",400,Delivery,Electronic City
Brunch & Munch - Hotel Millennium Plaza,No,No,3.5/5,23,Electronic City,Casual Dining,"North Indian, Chinese, Mangalorean, Andhra","1,200",Delivery,Electronic City
Shoiab Family Restaurant,Yes,No,3.6/5,14,Electronic City,Casual Dining,"North Indian, South Indian, Chinese",600,Delivery,Electronic City
Pandit Ji Sweets & Namkeen,Yes,No,3.6/5,13,Electronic City,Sweet Shop,"Mithai, Street Food",300,Delivery,Electronic City
Ramdev Bhojnalaya,No,No,3.0/5,29,Electronic City,Quick Bites,"Rajasthani, Gujarati",200,Delivery,Electronic City
Gifts N Surprise,No,No,,0,Electronic City,Bakery,Bakery,500,Delivery,Electronic City
